"id","wid_07","eq1_07","eqd2_07","eqd3_07","eqd4_07","eqd5_07","eqd6_07","eqd7_07","eqd8_07","eqd9_07","eqd10_07","eqd11_07","eqe1_07","eqe2_07","eqe3_07","eqe4_07","eqe5_07","eqe7_07","eqe8_07","eqf1a_07","eqf1b_07","eqf1c_07","eqf2_07","eqf3_07","eqg1_07","eqg2a_07","eqg2b_07","eqg3a_07","eqg3b_07","eqg4_07","eqg5_07","eqg6_07","eqg7_07","eqg8a_07","eqg8b_07","eqg8c_07","eqg8d_07","eqg9_07","eqg10_07","eqg11_07","eqh1_07","eqh2_07","eqi1_07","eqi2_07","eqi3_07","eqi4_07","eqi5_07","eqi6_07","eqj1a_07","eqj1b_07","eqj1c_07","eqj1d_07","eqj1e_07","eqj1f_07","eqj1g_07","eqj2_07","eqj3_07","eqj4_07","eqk1a_07","eqk1b_07","eqk1c_07","eqk1d_07","eqk1e_07","eqk2a_07","eqk2b_07","eqk2c_07","eqk2d_07","eqk2e_07","eqk2f_07"
5113,3,"Ha Noi","Office Worker","Other","Female",1976,"Yes",1998,"No","Yes","Rural","Married","Technical worker/professional secondary",4234,2001,"No","College/University/post-graduate","Technical worker/professional secondary","Manufacturing and Construction","Did not work",,,,,"Time rate",6,8,"Month",1600,1,"Yes",700,"No","No","Yes","No","Yes","No","No",,"Through door to door visits","Several of the above","Yes",2004,"Yes",30,"More safety at workplace","No","Second most important",,,,"Most important",,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",150,9,1995,
5113,2,"Ha Noi","Professional Worker","Other","Female",1960,"Yes",2005,"Yes","Yes","Urban","Married","College/University/post-graduate",5234,1982,"No","Primary school","Primary school","Services","Professional Worker (Requires Uni Degree)","Government","Services","Sufficient","Better for health","Time rate",6,8,"Month",1700,1,"Yes",700,"No","No","No","No","Yes","No","No",,"Friend/acquaintance working in firm","Several of the above","Yes",2005,"Yes",30,"More safety at workplace","No","Second most important",,,,"Most important",,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",60,20,1987,
5121,2,"Ha Noi","Professional Worker","Member of Owners HH","Female",1977,"Yes",2003,"Yes","Yes","Urban","Married","College/University/post-graduate",5046,2002,"Yes","Secondary school","Secondary school","Services","Did not work",,,,,"Combined",6,8,"Month",1500,2,"Yes",200,"No","No","No","No","No","No","No",,"Through employment agency","On-the-job test (carried out by experienced worker)",,,,,,,,,"Third most important","Second most important","Most important",,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",30,22,1995,
5121,6,"Ha Noi","Production Worker","Other","Male",1981,"Yes",2004,"No","No","Rural","Not married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Piece rate",7,8,"Month",1500,2,"Yes",200,"No","No","No","No","No","No","No",,"Through employment agency","On-the-job test (carried out by experienced worker)",,,,,,,,,"Third most important","Second most important","Most important",,,"No","No","Don't know","Yes","No","No","No","No","No",,,,,
5121,1,"Ha Noi","Manager","Member of Owners HH","Female",1970,"Yes",1995,"Yes","Yes","Urban","Married","High school",,,"No","Secondary school","Secondary school","Services","Did not work",,,,,"Combined",7,8,"Month",1500,2,"Yes",200,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,"Third most important","Second most important","Most important",,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",,45,1951,2007
5121,4,"Ha Noi","Sales Worker","Other","Female",1977,"Yes",2003,"Yes","Yes","Urban","Married","High school",,,"No","Secondary school","Secondary school","Services","Did not work",,,,,"Combined",6,8,"Month",1500,2,"Yes",200,"No","No","No","No","No","No","No",,"Through employment agency","On-the-job test (carried out by experienced worker)",,,,,,,,,"Third most important","Second most important","Most important",,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",31,20,1997,2005
5121,5,"Ha Noi","Service Worker","Other","Female",1980,"Yes",2004,"No","No","Rural","Not married","High school",,,"No","Secondary school","Secondary school","Services","Did not work",,,,,"Combined",7,8,"Month",1500,2,"Yes",200,"No","No","No","No","No","No","No",,"Through employment agency","On-the-job test (carried out by experienced worker)",,,,,,,,,"Third most important","Second most important","Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5123,2,"Ha Noi","Professional Worker","Other","Female",1981,"Yes",2002,"Yes","Yes","Urban","Married","College/University/post-graduate",5234,2004,"No","Technical certificate/Elementary worker","High school","Services","Professional Worker (Requires Uni Degree)","Private firm","Services","Sufficient","Better for health","Time rate",6,7,"Month",2500,1,"Yes",1000,"No","No","No","No","No","No","No",,"Through employment agency","Interview",,,,,,,,,"Most important","Second most important","Third most important",,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
5123,4,"Ha Noi","Sales Worker","Other","Female",1983,"Yes",2005,"Yes","Yes","Rural","Married","High school",,,"Yes","High school","Secondary school","Agriculture","Sales Worker","Private firm","Services","Sufficient","Better salary","Time rate",6,8,"Month",1000,1,"Yes",500,"No","No","No","No","No","No","No",,"Owner, who is a relative","None of the above",,,,,,,,,"Second most important","Most important","Third most important",,,"No","No","Don't know","No","Yes","Yes","No","Yes","No",,,,,
5132,2,"Ha Noi","Professional Worker","Member of Owners HH","Female",1979,"Yes",2001,"Yes","Yes","Urban","Married","College/University/post-graduate",5234,2004,"Yes","High school","Secondary school","Services","Office Worker","Private firm","Services","Sufficient","Better for health","Combined",7,8,"Month",1500,2,"Yes",150,"No","No","No","No","No","No","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,,"Most important",,"Second most important","Third most important",,,"No","No","Nothing","Yes","Yes","Yes","Yes","Yes","No",,,,,
5132,6,"Ha Noi","Production Worker","Other","Female",1963,"Yes",2001,"Yes","Yes","Urban","Married","Secondary school",,,"No","None","None","Agriculture","Did not work",,,,,"Time rate",7,8,"Month",1000,2,"Yes",100,"No","No","No","No","No","No","Yes","Yes","Owner, who is a relative","None of the above",,,,,,,,"Most important",,"Second most important","Third most important",,,"No","No","Nothing","Yes","Yes","Yes","Yes","Yes","Yes","semi-permanent house",30,30,1987,2000
5138,2,"Ha Noi","Professional Worker","Other","Female",1972,"Yes",1999,"Yes","Yes","Urban","Married","College/University/post-graduate",5234,1993,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Percent of Sales",6,8,"Month",1500,2,"Yes",100,"No","No","No","No","No","No","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,,,,"Most important","Second most important","No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
5138,6,"Ha Noi","Production Worker","Other","Male",1974,"Yes",1997,"No","No","Rural","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Piece rate",7,8,"Month",800,2,"Yes",100,"No","No","No","No","No","No","Yes","Yes","Through employment agency","On-the-job test (carried out by experienced worker)",,,,,,,,,,,,"Most important","Second most important","No","No","Don't know","Yes","Yes","Yes","No","No","No",,,,,
5143,6,"Ha Noi","Production Worker","Member of Owners HH","Male",1959,"Yes",1993,"Yes","Yes","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Agriculture","Production Worker","SOE","Manufacturing and Construction","Sufficient","Better use of skills/experience","Piece rate",6,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,,"Third most important","Most important","Second most important","No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",120,24,2000,
5144,3,"Ha Noi","Office Worker","Other","Female",1984,"Yes",2005,"No","No","Rural","Not married","High school",,,"No","Secondary school","Secondary school","Agriculture","Did not work",,,,,"Time rate",5,8,"Month",800,2,"Yes",300,"No","No","No","No","Yes","No","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)","Yes",2005,"Yes",10,"Secures that employer pays social benifits","No","Third most important",,"Most important","Second most important",,,,"Yes","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Villa",600,3,2004,
5144,1,"Ha Noi","Manager","Other","Male",1976,"Yes",1999,"Yes","Yes","Rural","Not married","College/University/post-graduate",5234,2000,"Yes","High school","High school","Services","Sales Worker","Other","Manufacturing and Construction","Sufficient","Better for health","Time rate",5,8,"Month",1500,2,"Yes",300,"No","No","No","No","Yes","No","No",,"Through door to door visits","Interview","Yes",2000,"Yes",15,"Secures that employer pays social benifits","No","Second most important",,"Third most important","Most important",,,,"Yes","No","Laid off","Yes","Yes","Yes","Yes","Yes","No",,,,,
5144,2,"Ha Noi","Professional Worker","Other","Male",1978,"Yes",2001,"Yes","Yes","Rural","Married","College/University/post-graduate",5234,2001,"Yes","College/University/post-graduate","Technical worker/professional secondary","Services","Professional Worker (Requires Uni Degree)","Other","Services","Sufficient","Better working condition","Time rate",5,8,"Month",1200,2,"Yes",300,"No","No","No","No","Yes","No","No",,"Relative working in firm","On-the-job test (carried out by experienced worker)","Yes",2001,"Yes",15,"Secures that employer pays social benifits","No",,"Second most important","Third most important","Most important",,,,"Yes","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
5144,4,"Ha Noi","Sales Worker","Other","Male",1966,"Yes",2004,"Yes","Yes","Rural","Married","Technical worker/professional secondary",4234,1990,"Yes","High school","High school","Agriculture","Service Worker","Other","Services","Sufficient","Better for health","Piece rate",5,8,"Month",3000,2,"Yes",300,"No","No","No","No","No","No","No",,"Through door to door visits","Several of the above","Yes",2004,"Yes",15,"Secures that employer pays social benifits","No",,"Third most important","Second most important","Most important",,,,"Yes","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Villa",100,7,2001,
5145,3,"Ha Noi","Office Worker","Other","Male",1982,"Yes",2005,"No","Yes","Rural","Not married","College/University/post-graduate",5234,2005,"Yes","College/University/post-graduate","College/University/post-graduate","Services","Did not work",,,,,"Time rate",5.5,8,"Month",2000,1,"Yes",4000,"No","Yes","No","Yes","Yes","Yes","No",,"Friend/acquaintance working in firm","Interview","Yes",2005,"Yes",30,"Secures that employer pays social benifits","Yes","Most important",,,,,,,"No","Yes","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
5145,1,"Ha Noi","Manager","Other","Male",1973,"Yes",1996,"Yes","Yes","Rural","Married","College/University/post-graduate",5234,1996,"Yes","College/University/post-graduate","College/University/post-graduate","Services","Did not work",,,,,"Time rate",6,8,"Month",3200,1,"Yes",5000,"No","Yes","No","Yes","Yes","Yes","No",,"Through door to door visits","Interview","Yes",1996,"Yes",32,"Secures that employer pays social benifits","Yes","Most important",,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",20,15,1993,
5145,2,"Ha Noi","Professional Worker","Other","Male",1976,"Yes",1999,"Yes","Yes","Rural","Married","College/University/post-graduate",5262,1998,"Yes","Technical worker/professional secondary","High school","Agriculture","Did not work",,,,,"Time rate",6,8,"Month",2500,1,"Yes",4000,"No","Yes","No","Yes","Yes","No","No",,"Through employment agency","Interview","Yes",1999,"Yes",30,"Secures that employer pays social benifits","Yes","Most important",,,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5145,5,"Ha Noi","Service Worker","Other","Female",1975,"Yes",2001,"Yes","Yes","Rural","Married","College/University/post-graduate",5234,2003,"Yes","College/University/post-graduate","Technical worker without certificate","Services","Did not work",,,,,"Time rate",6,8,"Month",2200,1,"Yes",4000,"No","Yes","Yes","Yes","Yes","No","No",,"Friend/acquaintance working in firm","Several of the above","Yes",2001,"Yes",30,"Secures that employer pays social benifits","Yes","Most important",,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
5145,6,"Ha Noi","Production Worker","Other","Male",1983,"Yes",2005,"No","No","Rural","Not married","High school",,,"No","High school","Secondary school","Agriculture","Did not work",,,,,"Piece rate",6,8,"Month",1800,1,"Yes",2500,"No","No","No","No","Yes","Yes","Yes","Yes","Friend/acquaintance working in firm","None of the above","Yes",2005,"Yes",28,"Secures that employer pays social benifits","No","Most important","Second most important",,,,,,"No","No","Laid off","No","Yes","No","No","No","No",,,,,
5145,4,"Ha Noi","Sales Worker","Other","Female",1978,"Yes",2004,"Yes","Yes","Urban","Married","College/University/post-graduate",5234,2004,"Yes","College/University/post-graduate","Technical worker/professional secondary","Manufacturing and Construction","Did not work",,,,,"Time rate",6,8,"Month",2500,1,"Yes",4000,"No","Yes","Yes","Yes","Yes","No","No",,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","Yes",2004,"Yes",30,"Secures that employer pays social benifits","Yes","Most important",,,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",30,12,2002,2006
5148,6,"Ha Noi","Production Worker","Other","Female",1970,"Yes",1995,"Yes","Yes","Urban","Married","High school",,,"No","Secondary school","Secondary school","Services","Did not work",,,,,"Piece rate",7,10,"Month",1500,2,"Yes",100,"No","No","No","No","No","No","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,"Third most important",,"Second most important","Most important",,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","semi-permanent house",20,16,1980,
5148,1,"Ha Noi","Manager","Member of Owners HH","Female",1973,"Yes",1992,"Yes","Yes","Urban","Married","High school",,,"Yes","Secondary school","Secondary school","Services","Did not work",,,,,"Other/Not paid",7,10,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,"Third most important",,"Second most important","Most important",,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","semi-permanent house",18,50,1954,2000
5156,6,"Ha Noi","Production Worker","Other","Female",1962,"Yes",1995,"Yes","Yes","Urban","Married","High school",,,"No",,,"Agriculture","Production Worker","SOE","Manufacturing and Construction","Sufficient","Better working condition","Percent of Sales",7,8,"Month",1000,2,"Yes",100,"No","No","No","No","No","No","No",,"Owner, who is a friend","None of the above",,,,,,,,,"Second most important","Most important",,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",30,20,1987,2003
5170,6,"Ha Noi","Production Worker","Other","Male",1959,"Yes",1991,"Yes","Yes","Urban","Married","Technical worker/professional secondary",,1978,"No","Primary school","High school","Agriculture","Production Worker","Private firm","Services","Sufficient","Better social benefits","Time rate",6,8,"Month",1500,1,"Yes",1000,"No","No","No","No","No","Yes","Yes","Yes","Owner, who is a friend","None of the above",,,,,,,"Most important",,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Villa",300,5,2002,
