id,wid_13,wid_in_11,eq2_13,eqd1a_13,eqd2_13,eqd3_13,eqd4_13,eqd5_13,eqd6_13,eqd7_13,eqd8_13,eqd9_13,eqd10_13,eqd11_13,eqd12_13,eqe1_13,eqe2_13,eqe3_13,eqe4_13,eqe5_13,eqe6_13,eqe7_13,eqe8_13,eqe8a_13,eqe9_13,eqe9a_13,eqe10_13,eqe10a_13,eqe11_13,eqe12_13,eqe13_13,eqf1a_13,eqf1b_13,eqf1c_13,eqf2_13,eqf3_13,eqf4_13,eqg1a_13,eqg1b_13,eqg2a_13,eqg2b_13,eqg3a1_13,eqg3a2_13,eqg3b1_13,eqg3b2_13,eqg3c1_13,eqg3c2_13,eqg4_13,eqg5a_13,eqg5b_13,eqg6_13,eqg7_13,eqg8_13,eqg9a_13,eqg9b_13,eqg9c_13,eqg9d_13,eqg9e_13,eqg9f_13,eqg9g_13,eqg9h_13,eqg9i_13,eqg10a_13,eqg10b_13,eqg11_13,eqg12_13,eqg13_13,eqg14_13,eqh1_13,eqh2_13,eqi1_13,eqi2_13,eqi3_13,eqi4_13,eqi5_13,eqi6_13,eqi7_13,eqi8_13,eqj1a_13,eqj1ba_13,eqj1bb_13,eqj1bc_13,eqj1bd_13,eqj1be_13,eqj1bf_13,eqj1bg_13,eqj2_13,eqj3_13,eqj4_13,eqk1a_13,eqk1b_13,eqk1c_13,eqk1d_13,eqk1e_13,eqk2a_13,eqk2b_13,eqk2c_13,eqk2d_13,eqk2e_13,eqk2f_13
8613,2,9,Lam Dong,9,Production Worker,"Relative of owner, but not living in the same HH",Female,1985,Yes,No,2011,Yes,,No,Married,Secondary school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,1,30,Yes after informal training,No,,Production Worker,Private firm,Services,4,Sufficient,Other,Time rate,Cash,7,8,Month,3500,Month,2500,,,No,Same,No,Yes,200,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Relative working in firm,None of the above,,,,,,,,,No,,Most important,Third most important,Second most important,,Third most important,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,80,5,,
8613,1,9,Lam Dong,9,Production Worker,Other,Female,1987,Yes,No,2011,Yes,,Yes,Not married,Secondary school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,1,30,Yes after informal training,No,,Production Worker,Private firm,Services,3,Sufficient,Other,Time rate,Cash,7,8,Month,3500,Month,2500,,,No,Same,No,Yes,200,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,Most important,Second most important,,,,Third most important,,No,No,Don't know,No,Yes,Yes,Yes,Yes,No,Permanent self-contained house,60,26,,
8702,4,9,Ha Noi,9,Production Worker,Other,Male,1990,Yes,No,2011,No,Rural,No,Not married,High school,,,Secondary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Piece rate,Cash,7,10,Month,5000,Month,3000,,,No,Higher,Yes,Yes,5000,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Relative working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,Yes,Second most important,,Most important,Third most important,,,,No,No,Don't know,No,No,Yes,No,Yes,No,semi-permanent house,15,1,,
8702,1,9,Ha Noi,9,Manager,Member of Owners HH,Female,1980,Yes,No,2008,No,Rural,No,Married,High school,,,Secondary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,4,Sufficient,Other,NA,9,7,10,,,,,,,,9,,,,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Other,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,,Most important,,Second most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,60,5,,
8702,2,9,Ha Noi,9,Service Worker,"Relative of owner, but not living in the same HH",Male,1994,Yes,No,2011,No,Rural,No,Not married,High school,,,Primary school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Piece rate,Cash,7,10,Month,5000,Month,3000,,,No,Higher,Yes,Yes,5000,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,Second most important,,Most important,Third most important,,,,No,No,Don't know,No,Yes,Yes,No,No,No,semi-permanent house,15,1,,
8702,3,9,Ha Noi,9,Production Worker,Other,Male,1989,Yes,No,2011,No,Rural,No,Not married,High school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Piece rate,Cash,7,10,Month,5000,Month,3000,,,No,Higher,Yes,Yes,5000,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Relative working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,Yes,Second most important,,Most important,Third most important,,,,No,No,Don't know,No,No,Yes,No,No,No,semi-permanent house,15,1,,
9001,1,9,Ha Noi,9,Manager,"Relative of owner, but not living in the same HH",Male,1969,Yes,No,2007,Yes,,Yes,Married, Professional secondary,4254,1990,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,15,Sufficient,Other,Time rate,Cash,7,10,Month,4000,Month,3000,,,No,Same,No,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Low quality of services,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,120,30,1983,2000
9001,3,9,Ha Noi,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1982,Yes,No,2007,Yes,,No,Not married, Professional secondary,4254,2003,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,3,Sufficient,Other,Time rate,Cash,7,5,Month,1500,Month,1000,,,No,Same,No,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Not necessary at moment,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,40,15,1998,
9001,2,9,Ha Noi,9,Production Worker,Member of Owners HH,Female,1976,Yes,No,2007,Yes,,No,Married, Professional secondary,4254,1997,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,8,Sufficient,Other,NA,9,7,10,,,,,,,,9,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Not necessary at moment,No,,,Other,None of the above,,,,,,,,,No,Most important,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,22,1991,
9002,2,9,Ha Noi,9,Sales Worker,Other,Female,1980,No,No,2013,Yes,,Yes,Married,High school,,,High school,Manufacturing and Construction,High school,Manufacturing and Construction,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,3000,Month,3000,,,No,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,,,Relative working in firm,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,10,2003,
9002,1,9,Ha Noi,9,Professional Worker,Other,Female,1987,Yes,Yes,2011,Yes,,Yes,Married,University and higher,5246,2009,College,Manufacturing and Construction,High school,Services,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,4000,Month,3000,,,No,Same,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,45,5,2008,
9002,3,9,Ha Noi,9,Production Worker,Other,Male,1990,Yes,Yes,2011,No,Rural,No,Not married,High school,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,3000,Month,2500,,,No,Same,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,No,Unsettled house and other,15,2,,
9003,3,9,Ha Noi,9,Sales Worker,Other,Female,1990,Yes,No,2012,Yes,,Yes,Not married,College,5034,2011,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Percent of Sales,Cash,7,8,Month,3000,Month,2500,,,No,Higher,,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,Other,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,53,9,2004,
9003,1,9,Ha Noi,9,Manager,Other,Male,1978,Yes,Yes,2010,Yes,,Yes,Married,University and higher,5234,2002,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Private firm,Services,8,Sufficient,Better salary,Percent of Sales,Cash,7,8,Month,5000,Month,3000,,,No,Higher,Yes,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Low quality of services,No,,,Other,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,4,2009,
9003,2,9,Ha Noi,9,Professional Worker,Other,Female,1987,Yes,Yes,2011,Yes,,Yes,Married,University and higher,5246,2009,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Private firm,Services,1,Sufficient,Better salary,Percent of Sales,Cash,7,8,Month,4000,Month,3000,,,No,Higher,Yes,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,No,,,Other,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,70,7,2006,
9003,4,9,Ha Noi,9,Production Worker,Other,Male,1989,No,No,2013,Yes,,Yes,Not married,High school,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Percent of Sales,Cash,7,8,Month,2000,Month,2000,,,No,Higher,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,40,2,2011,
9004,3,9,Ha Noi,9,Production Worker,Other,Male,1988,Yes,No,2012,No,Rural,No,Not married,Technical level without certificate,,,High school,Agriculture,High school,Agriculture,0,,0,,1,15,No,No,,Production Worker,Private firm,Manufacturing and Construction,3,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3500,Month,3000,,,No,Same,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,Yes,Yes,No,Permanent self-contained house,10,3,2010,
9004,2,9,Ha Noi,9,Production Worker,Other,Male,1988,Yes,No,2012,No,Rural,No,Not married,Technical level without certificate,,,Primary school,Agriculture,High school,Agriculture,0,,0,,1,15,No,No,,Production Worker,Private firm,Manufacturing and Construction,3,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3500,Month,3000,,,No,Same,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,Yes,Yes,No,Permanent self-contained house,17,4,2009,
9004,1,9,Ha Noi,9,Sales Worker,Other,Female,1988,Yes,No,2012,No,Rural,No,Not married,Technical level without certificate,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Sales Worker,Private firm,Services,3,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3500,Month,3000,,,No,Same,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Relative working in firm,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,Yes,Yes,No,Permanent self-contained house,15,3,2010,
9005,4,9,Ha Noi,9,Professional Worker,Member of Owners HH,Female,1982,Yes,No,2007,Yes,,Yes,Married,University and higher,5246,2006,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Government,Services,1,Sufficient,Better salary,Time rate,Cash,7,8,Month,4000,Month,3000,,,Yes,Higher,Yes,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Low quality of services,No,,,Other,Interview,,,,,,,,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,6,2007,
9005,2,9,Ha Noi,9,Manager,Owner,Male,1980,Yes,No,2007,Yes,,Yes,Married,University and higher,5234,2004,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Government,Services,3,Sufficient,Better salary,Time rate,Cash,7,8,Month,5000,Month,4000,,,Yes,Higher,Yes,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Low quality of services,No,,,,9,,,,,,,,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,6,2007,
9005,1,9,Ha Noi,9,Production Worker,Other,Male,1992,Yes,No,2012,Yes,,Yes,Not married,Technical level without certificate,,,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,3000,Month,3000,,,Yes,Higher,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,I prefer to save up myself,No,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,32,15,1998,
9005,3,9,Ha Noi,9,Production Worker,Other,Male,1990,Yes,No,2012,Yes,,Yes,Not married,Technical level without certificate,,,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,3000,Month,3000,,,Yes,Higher,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,I prefer to save up myself,No,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,30,8,2005,
9006,3,9,Ha Noi,9,Sales Worker,Other,Female,1986,Yes,Yes,2012,Yes,,Yes,Married,Technical level without certificate,,,High school,Services,High school,Services,0,,0,,0,,No,No,,Production Worker,Private firm,Services,2,Sufficient,Better working condition,Time rate,Cash,7,10,Month,3500,Month,3000,,,Yes,Same,,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,Yes,,,,,,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,40,10,2003,
9006,4,9,Ha Noi,9,Production Worker,Other,Male,1988,Yes,Yes,2012,Yes,,Yes,Married,Technical level without certificate,,,High school,Services,High school,Services,0,,0,,1,10,No,No,,Production Worker,Private firm,Services,2,Sufficient,Better working condition,Time rate,Cash,7,10,Month,3000,Month,2500,,,Yes,Same,,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Other,Interview,,,,,,,,,Yes,Third most important,Most important,,,Second most important,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,30,8,2005,
9006,2,9,Ha Noi,9,Professional Worker,"Relative of owner, but not living in the same HH",Female,1987,Yes,Yes,2011,Yes,,Yes,Married,University and higher,5246,2009,University and higher,Manufacturing and Construction,University and higher,Services,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Private firm,Services,1,Sufficient,Better salary,Time rate,Cash,7,8,Month,4000,Month,3000,,,Yes,Same,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,,,Relative working in firm,Interview,,,,,,,,,Yes,,,,,,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,4,1999,
9006,1,9,Ha Noi,9,Manager,"Relative of owner, but not living in the same HH",Female,1969,Yes,Yes,2009,Yes,,Yes,Married,College,5034,1993,Technical level without certificate,Manufacturing and Construction,High school,Agriculture,0,,0,,0,,No,No,,Manager,SOE,Services,15,Sufficient,Other,Time rate,Cash,7,8,Month,5000,Month,3000,,,Yes,Same,No,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,,,"Owner, who is a relative",Interview,,,,,,,,,Yes,,,,,,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,3,2010,
9006,5,9,Ha Noi,9,Production Worker,Other,Male,1990,Yes,Yes,2012,Yes,,Yes,Not married,Technical level without certificate,,,High school,Services,High school,Services,0,,0,,1,10,No,No,,Production Worker,Private firm,Services,2,Sufficient,Better working condition,Time rate,Cash,7,10,Month,3000,Month,2500,,,Yes,Same,,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Other,Interview,,,,,,,,,Yes,Third most important,Most important,,,Second most important,,,Yes,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,30,8,2005,
9007,1,9,Ha Noi,9,Production Worker,Other,Male,1988,Yes,No,2012,No,Rural,No,Not married,High school,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,4,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3500,Month,3000,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a friend",None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,Unsettled house and other,15,3,,
9007,2,9,Ha Noi,9,Production Worker,Other,Male,1989,Yes,No,2012,No,Rural,No,Not married,High school,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Office Worker,Private firm,Manufacturing and Construction,4,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3500,Month,3000,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,Unsettled house and other,14,2,,
9008,3,9,Ha Noi,9,Sales Worker,Other,Female,1986,Yes,No,2011,No,Rural,No,Married,Technical level without certificate,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,5,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3500,Month,3000,,,No,Same,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,15,2,2011,
9008,1,9,Ha Noi,9,Production Worker,Other,Male,1979,Yes,No,2011,No,Rural,No,Married,Technical level without certificate,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,10,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3500,Month,3000,,,No,Same,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,No,No,Permanent self-contained house,30,3,2010,
9008,2,9,Ha Noi,9,Production Worker,Other,Male,1980,Yes,No,2011,No,Rural,No,Married,Technical level without certificate,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,8,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3500,Week,3000,,,No,Same,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,30,3,2010,
9009,1,9,Ha Noi,9,Production Worker,Other,Male,1980,Yes,No,2009,Yes,,Yes,Married,Vocational secondary,4521,2000,High school,Services,High school,Services,0,,0,,1,30,No,No,,Production Worker,Private firm,Services,9,Sufficient,Better salary,Time rate,Cash,7,8,Month,4000,Month,3000,,,No,Same,Yes,Yes,300,No,Yes,No,No,No,No,No,No,No,No,No,No,Other,No,No,,"Owner, who is a friend",Interview,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,2,2011,
9009,2,9,Ha Noi,9,Production Worker,Other,Male,1983,Yes,No,2009,Yes,,Yes,Married,Vocational secondary,4521,2003,High school,Services,High school,Services,0,,0,,1,30,No,No,,Production Worker,Private firm,Services,6,Sufficient,Better salary,Time rate,Cash,7,8,Month,4000,Month,3000,,,No,Same,Yes,Yes,300,No,Yes,No,No,No,No,No,No,No,No,No,No,Other,No,No,,"Owner, who is a friend",Several of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,4,2009,
9010,5,9,Ha Noi,9,Production Worker,Other,Male,1988,Yes,Yes,2012,No,Rural,No,Not married,High school,,,High school,Agriculture,High school,Agriculture,0,,0,,1,15,No,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,3000,Month,2500,,,Yes,Same,Yes,Yes,200,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Other,Interview,,,,,,,,,Yes,Second most important,Most important,Third most important,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,No,Unsettled house and other,20,3,2010,
9010,3,9,Ha Noi,9,Sales Worker,Other,Female,1987,Yes,Yes,2011,Yes,,Yes,Married,High school,,,High school,Services,High school,Services,0,,0,,0,,No,No,,Sales Worker,Private firm,Services,2,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3000,Month,2500,,,Yes,Same,Yes,Yes,200,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Other,Interview,,,,,,,,,Yes,Second most important,Most important,Third most important,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,40,4,2009,
9010,1,9,Ha Noi,9,Professional Worker,Other,Male,1980,Yes,Yes,2009,Yes,,Yes,Married,University and higher,5251,2004,University and higher,Manufacturing and Construction,University and higher,Services,0,,0,,1,15,No,No,,Professional Worker (Requires Uni Degree),Private firm,Services,5,More than sufficient,Better working condition,Time rate,Cash,7,8,Month,4000,Month,3000,,,Yes,Same,Yes,Yes,200,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Other,Interview,,,,,,,,,Yes,Second most important,Most important,Third most important,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,5,2008,
